Sector,Area,Unit_Id,Unit_Process,Output_Category,Output,Output_Amount,Output_Unit
Oil & Gas Distribution,DPPU Hasanudin,76,Genset,Emission,Sulfur Oxide (SOx),15881.6,kg
Oil & Gas Distribution,DPPU Hasanudin,76,Genset,Emission,Nitrogen Oxide (NOx),30.4,kg
Oil & Gas Distribution,DPPU Hasanudin,76,Genset,Emission,Carbon Dioxide (CO2),462,kg
Oil & Gas Distribution,DPPU Hasanudin,76,Genset,Emission,Methane (CH4),32.5,kg
Oil & Gas Distribution,DPPU Hasanudin,76,Genset,Emission,Dinitrogen Monoxide (N2O),0.6,kg
Oil & Gas Distribution,DPPU Hasanudin,76,Genset,Emission,Particulates,0.125,kg
Oil & Gas Distribution,DPPU Hasanudin,77,Oil Catcher,Waste,Wastewater,415.88,kg
Oil & Gas Distribution,DPPU Hasanudin,77,Oil Catcher,Emission,TOC,1.13,kg
Oil & Gas Distribution,DPPU Hasanudin,77,Oil Catcher,Emission,Oil,2.17,liter
Oil & Gas Distribution,DPPU Hasanudin,78,Waste Pool,Waste,Wastewater,232.24,kg
Oil & Gas Distribution,DPPU Hasanudin,78,Waste Pool,Emission,BOD,1.11,kg
Oil & Gas Distribution,DPPU Hasanudin,78,Waste Pool,Emission,COD,2826,kg
Oil & Gas Distribution,DPPU Hasanudin,78,Waste Pool,Emission,TSS,1917,kg
Oil & Gas Distribution,DPPU Hasanudin,78,Waste Pool,Emission,Oil,0.627,liter
Oil & Gas Distribution,DPPU Hasanudin,78,Waste Pool,Emission,Ammonia,0.379,kg
Oil & Gas Distribution,DPPU Hasanudin,79,Office,Waste,Wastewater,232242,kg
Oil & Gas Distribution,DPPU Hasanudin,79,Office,Waste,Sampah Organik,3.0654,kg
Oil & Gas Distribution,DPPU Hasanudin,79,Office,Waste,Sampah Anorganik,0.998,kg
Oil & Gas Distribution,DPPU Hasanudin,80,Pompa,Waste,Feedwater,187378,liter
Oil & Gas Distribution,DPPU Hasanudin,80,Pompa,Waste,Sampah Organik,3.0654,kg
Oil & Gas Distribution,DPPU Hasanudin,80,Pompa,Waste,Sampah Anorganik,0.998,kg
Oil & Gas Distribution,Pertamina FT Poso,81,Pertorelum Extraction And Production,Waste,CMP 101,84619000,kg
Oil & Gas Distribution,Pertamina FT Poso,82,Downstream,Waste,Fuel,84619000,kg
Oil & Gas Distribution,Pertamina FT Poso,83,Bbm Transportation,Waste,Fuel,84619000,kg
Oil & Gas Distribution,Pertamina FT Poso,84,Penerimaan,Waste,Fuel,84619000,kg
Oil & Gas Distribution,Pertamina FT Poso,85,Fuel Storage Tank,Waste,Fuel,86583420.19,kg
Oil & Gas Distribution,Pertamina FT Poso,85,Fuel Storage Tank,Waste,Volatile Organic Compounds (VOC),120000,kg
Oil & Gas Distribution,Pertamina FT Poso,85,Fuel Storage Tank,Waste,Absorbent,70,kg
Oil & Gas Distribution,Pertamina FT Poso,85,Fuel Storage Tank,Waste,Wastewater,149200,liter
Oil & Gas Distribution,Pertamina FT Poso,85,Fuel Storage Tank,Waste,Sludge,436,kg
Oil & Gas Distribution,Pertamina FT Poso,86,Filter Separator,Waste,Fuel,86583420.19,kg
Oil & Gas Distribution,Pertamina FT Poso,86,Filter Separator,Waste,Waste,3338000,kg
Oil & Gas Distribution,Pertamina FT Poso,86,Filter Separator,Waste,Wastewater,59270,liter
Oil & Gas Distribution,Pertamina FT Poso,87,Pompa,Waste,Fuel,86169000,kg
Oil & Gas Distribution,Pertamina FT Poso,87,Pompa,Waste,Volatile Organic Compounds (VOC),58622.86552,kg
Oil & Gas Distribution,Pertamina FT Poso,88,Mobil Tangki,Waste,Fuel,86169000,kg
Oil & Gas Distribution,Pertamina FT Poso,89,Use Stage,Waste,Fuel,86169000,kg
Oil & Gas Distribution,Pertamina FT Poso,89,Use Stage,Emission,Carbon Dioxide (CO2),186736904,kg
Oil & Gas Distribution,Pertamina FT Poso,89,Use Stage,Emission,Dinitrogen Monoxide (N2O),8547000,kg
Oil & Gas Distribution,Pertamina FT Poso,89,Use Stage,Emission,Methane (CH4),3083000,kg
Oil & Gas Distribution,Pertamina FT Poso,90,Genset,Waste,Waste,40,kg
Oil & Gas Distribution,Pertamina FT Poso,90,Genset,Emission,Carbon Dioxide (CO2),123.7131641,kg
Oil & Gas Distribution,Pertamina FT Poso,90,Genset,Emission,Dinitrogen Monoxide (N2O),0.2985143554,kg
Oil & Gas Distribution,Pertamina FT Poso,90,Genset,Emission,Methane (CH4),0.1252157531,kg
Oil & Gas Distribution,Pertamina FT Poso,90,Genset,Emission,Nitrogen Oxide (NOx),3.691417814,kg
Oil & Gas Distribution,Pertamina FT Poso,90,Genset,Waste,Particulates,0.25948742,kg
Oil & Gas Distribution,Pertamina FT Poso,90,Genset,Waste,Sulfur Oxide (SOx),0.2427462962,kg
Oil & Gas Distribution,Pertamina FT Poso,91,Oil Catcher,Waste,Wastewater,149200,liter
Oil & Gas Distribution,Pertamina FT Poso,91,Oil Catcher,Waste,Oil,0.14877,liter
Oil & Gas Distribution,Pertamina FT Poso,91,Oil Catcher,Waste,TOC,0.0328,kg
Oil & Gas Distribution,Pertamina FT Poso,92,Waste Pool,Waste,Wastewater,59270,liter
Oil & Gas Distribution,Pertamina FT Poso,92,Waste Pool,Waste,Oil,0.65411,liter
Oil & Gas Distribution,Pertamina FT Poso,92,Waste Pool,Waste,TOC,0.3795681,kg
Oil & Gas Distribution,Pertamina FT Poso,92,Waste Pool,Emission,BOD,0.4164396,kg
Oil & Gas Distribution,Pertamina FT Poso,92,Waste Pool,Emission,COD,1.0591122,kg
Oil & Gas Distribution,Pertamina FT Poso,92,Waste Pool,Emission,TSS,0.65411,kg
Power Plant,IP Wonogiri,93,Dam,Waste,Sludge,2142170000,liter
Power Plant,IP Wonogiri,93,Dam,Waste,Feedwater,1945000,liter
Power Plant,IP Wonogiri,93,Dam,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,94,Infiltration Gallery,Waste,Feedwater,1945000,liter
Power Plant,IP Wonogiri,95,Power Intake,Waste,Waste,5,liter
Power Plant,IP Wonogiri,95,Power Intake,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,96,Trash Rack,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,97,Penstock,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,98,Main & By Pass Valve,Waste,Waste,1,liter
Power Plant,IP Wonogiri,98,Main & By Pass Valve,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,99,Turbine,Waste,Waste,250,kg
Power Plant,IP Wonogiri,99,Turbine,Product,Energy,152748000,MJ
Power Plant,IP Wonogiri,99,Turbine,Waste,Waste,1000,liter
Power Plant,IP Wonogiri,99,Turbine,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,100,Generator,Product,Electricity,216000,kWh
Power Plant,IP Wonogiri,100,Generator,Product,Electricity,42430000,kWh
Power Plant,IP Wonogiri,100,Generator,Waste,Mineral oil,319,liter
Power Plant,IP Wonogiri,101,Main Transformator,Product,Electricity,42214000,kWh
Power Plant,IP Wonogiri,101,Main Transformator,Waste,Waste,50,liter
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,1752,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,0.32,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,0.2,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,0.01,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,64.008,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,0.45,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,829.248,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,15.14,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,14.8,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,64.04,kWh
Power Plant,IP Wonogiri,102,Transformator,Product,Electricity,0.4,kWh
Power Plant,IP Wonogiri,103,Transformator,Waste,Waste,1,liter
Power Plant,IP Wonogiri,104,Main Oil Tank,Waste,Cooling Oil,7700,liter
Power Plant,IP Wonogiri,104,Main Oil Tank,Waste,"Hazardous Waste, for Incineration",160,kg
Power Plant,IP Wonogiri,104,Main Oil Tank,Waste,Hydraulic Oil,600,liter
Power Plant,IP Wonogiri,104,Main Oil Tank,Waste,Waste Lube Oil,1200,kg
Power Plant,IP Wonogiri,104,Main Oil Tank,Waste,Waste,600,liter
Power Plant,IP Wonogiri,105,Draft Tube,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,106,Tailrace,Waste,Feedwater,663187773000,liter
Power Plant,IP Wonogiri,107,Emergency Diesel,Emission,Carbon Dioxide (CO2),470,kg
Power Plant,IP Wonogiri,107,Emergency Diesel,Product,Electricity,1,kWh
Power Plant,IP Wonogiri,107,Emergency Diesel,Emission,Nitrogen Oxide (NOx),2.08,kg
Power Plant,IP Wonogiri,107,Emergency Diesel,Emission,Particulates,0.45,kg
Power Plant,IP Wonogiri,107,Emergency Diesel,Emission,Sulfur Dioxide (SO2),0.72,kg
Power Plant,IP Wonogiri,108,Power House,Waste,Compost,300,kg
Power Plant,IP Wonogiri,108,Power House,Waste,"Hazardous Waste, for Incineration",248,kg
Power Plant,IP Wonogiri,108,Power House,Waste,Oil,7600,liter
Power Plant,IP Wonogiri,108,Power House,Waste,Waste,4262.8,kg
Power Plant,IP Wonogiri,108,Power House,Waste,Waste,1945000,liter
Power Plant,IP Wonogiri,108,Power House,Waste,Waste,192,kg
Power Plant,IP PB Soedirman,109,Extraction of Water,Waste,Feedwater,3010000000000,liter
Power Plant,IP PB Soedirman,110,Transportation,Waste,Diesel,60,kg
Power Plant,IP PB Soedirman,111,Transportation,Waste,Hydraulic Oil,17,liter
Power Plant,IP PB Soedirman,111,Transportation,Waste,Hydraulic Oil,45,liter
Power Plant,IP PB Soedirman,111,Transportation,Waste,Waste Lube Oil,5,kg
Power Plant,IP PB Soedirman,111,Transportation,Waste,Oil,5,liter
Power Plant,IP PB Soedirman,111,Transportation,Waste,Oil,209,liter
Power Plant,IP PB Soedirman,111,Transportation,Waste,Oil,37,liter
Power Plant,IP PB Soedirman,112,Dam,Waste,Sediment,4510000000,liter
Power Plant,IP PB Soedirman,112,Dam,Waste,Feedwater,21600000,liter
Power Plant,IP PB Soedirman,112,Dam,Waste,Feedwater,2570000000000,liter
Power Plant,IP PB Soedirman,112,Dam,Waste,Feedwater,439000000000,liter
Power Plant,IP PB Soedirman,112,Dam,Waste,Feedwater,50,liter
Power Plant,IP PB Soedirman,112,Dam,Waste,Feedwater,22,liter
Power Plant,IP PB Soedirman,113,Power Intake,Product,Feedwater,2570000000000,liter
Power Plant,IP PB Soedirman,113,Power Intake,Waste,Waste,37,liter
Power Plant,IP PB Soedirman,114,Trash Rack,Waste,Feedwater,2570000000000,liter
Power Plant,IP PB Soedirman,114,Trash Rack,Waste,Biowaste (Gulma),604000,liter
Power Plant,IP PB Soedirman,114,Trash Rack,Waste,Municipal Solid Waste,32000,liter
Power Plant,IP PB Soedirman,115,Penstock,Waste,Feedwater,2570000000000,liter
Power Plant,IP PB Soedirman,116,Main & By Pass Valve,Waste,Waste,5,liter
Power Plant,IP PB Soedirman,116,Main & By Pass Valve,Waste,Feedwater,2570000000000,liter
Power Plant,IP PB Soedirman,117,Turbine,Product,Energy,1540000000,MJ
Power Plant,IP PB Soedirman,117,Turbine,Waste,Waste,209,liter
Power Plant,IP PB Soedirman,117,Turbine,Waste,Feedwater,2570000000000,liter
Power Plant,IP PB Soedirman,118,Generator,Product,Electricity,427000000,kWh
Power Plant,IP PB Soedirman,118,Generator,Waste,Waste,5,liter
Power Plant,IP PB Soedirman,119,Transformator,Product,Electricity,426000000,kWh
Power Plant,IP PB Soedirman,119,Transformator,Product,Electricity,1700000,kWh
Power Plant,IP PB Soedirman,119,Transformator,Waste,Waste,5,liter
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,20900,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,36.3,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,4940,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,32,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,556,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,0.018,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,36500,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,1600000,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,1940,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,2950,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,0.4,kWh
Power Plant,IP PB Soedirman,120,Trafo,Product,Electricity,5820,kWh
Power Plant,IP PB Soedirman,121,Main Oil Tank,Product,Hydraulic Oil,5,liter
Power Plant,IP PB Soedirman,121,Main Oil Tank,Product,Waste Lube Oil,5,kg
Power Plant,IP PB Soedirman,121,Main Oil Tank,Product,Waste Lube Oil,209,kg
Power Plant,IP PB Soedirman,122,Generator,Product,Electricity,1,kWh
Power Plant,IP PB Soedirman,122,Generator,Emission,Carbon Dioxide (CO2),130,kg
Power Plant,IP PB Soedirman,122,Generator,Emission,Nitrogen Oxide (NOx),0.19,kg
Power Plant,IP PB Soedirman,122,Generator,Emission,Particulates,0.004,kg
Power Plant,IP PB Soedirman,122,Generator,Emission,Sulfur Dioxide (SO2),0.003,kg
Power Plant,IP PB Soedirman,122,Generator,Waste,Waste,5,liter
Power Plant,IP PB Soedirman,123,Generator,Product,Electricity,1,kWh
Power Plant,IP PB Soedirman,123,Generator,Emission,Carbon Dioxide (CO2),70,kg
Power Plant,IP PB Soedirman,123,Generator,Emission,Nitrogen Oxide (NOx),0.15,kg
Power Plant,IP PB Soedirman,123,Generator,Emission,Particulates,0.003,kg
Power Plant,IP PB Soedirman,123,Generator,Emission,Sulfur Dioxide (SO2),0.002,kg
Power Plant,IP PB Soedirman,123,Generator,Waste,Waste,5,liter
Power Plant,IP PB Soedirman,124,Hazardous Waste,Waste,Waste,276,kg
Power Plant,IP PB Soedirman,124,Hazardous Waste,Waste,Waste,35,kg
Power Plant,IP PB Soedirman,124,Hazardous Waste,Waste,Waste,55,kg
Power Plant,IP PB Soedirman,124,Hazardous Waste,Waste,Waste Lube Oil,5050,kg
Power Plant,IP PB Soedirman,124,Hazardous Waste,Waste,Air Terkontaminasi B3,3100,kg
Power Plant,IP PB Soedirman,125,Non-Hazardous Waste,Waste,Paper,759,kg
Power Plant,IP PB Soedirman,125,Non-Hazardous Waste,Waste,Plastic,380,kg
Power Plant,IP PB Soedirman,125,Non-Hazardous Waste,Waste,Waste,438,kg
Power Plant,IP PB Soedirman,125,Non-Hazardous Waste,Waste,Bahan Organik,4650,kg
Power Plant,IP PB Soedirman,125,Non-Hazardous Waste,Waste,"Kaca, Kain, Karet, Logam dll",18.3,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Paper,759,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Plastic,380,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Waste,438,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Bahan Organik,4650,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,"Kaca, Kain, Karet, Logam dll",18.3,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Feedwater,21600000,liter
Power Plant,IP PB Soedirman,126,Power House,Waste,Waste,276,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Waste,35,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Waste,55,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Waste Lube Oil,5050,kg
Power Plant,IP PB Soedirman,126,Power House,Waste,Wastewater,3100,kg
Power Plant,IP PB Soedirman,127,150 kV Transmission Network,Product,Electricity,426000000,kWh
Power Plant,IP PB Soedirman,128,Distribution Network,Product,Electricity,426000000,kWh
Power Plant,IP Pemaron,129,Fowarding Pump,Product,Fuel,739641.78,kg
Power Plant,IP Pemaron,130,Fuel Filtering Skid,Product,Fuel,261396.42,kg
Power Plant,IP Pemaron,131,Fuel Filtering Skid,Product,Fuel,478245.36,kg
Power Plant,IP Pemaron,132,Gas Turbine Generator,Product,Electricity,762718.4443,kWh
Power Plant,IP Pemaron,132,Gas Turbine Generator,Emission,Carbon Dioxide (CO2),812657.3195,kg
Power Plant,IP Pemaron,132,Gas Turbine Generator,Emission,Feedwater,353228.8917,liter
Power Plant,IP Pemaron,132,Gas Turbine Generator,Emission,Sulfur Dioxide (SO2),1029.901895,kg
Power Plant,IP Pemaron,132,Gas Turbine Generator,Emission,Dinitrogen (N2),2980668.99,kg
Power Plant,IP Pemaron,132,Gas Turbine Generator,Emission,Hydrogen (H2),754.25,kg
Power Plant,IP Pemaron,132,Gas Turbine Generator,Waste,Waste,1658.073588,liter
Power Plant,IP Pemaron,133,Gas Turbine Generator,Product,Electricity,1328917.556,kWh
Power Plant,IP Pemaron,133,Gas Turbine Generator,Emission,Carbon Dioxide (CO2),1486820.639,kg
Power Plant,IP Pemaron,133,Gas Turbine Generator,Emission,Feedwater,646260.1075,liter
Power Plant,IP Pemaron,133,Gas Turbine Generator,Emission,Sulfur Dioxide (SO2),1884.286718,kg
Power Plant,IP Pemaron,133,Gas Turbine Generator,Emission,Dinitrogen (N2),5453368.926,kg
Power Plant,IP Pemaron,133,Gas Turbine Generator,Emission,Hydrogen (H2),251.4166667,kg
Power Plant,IP Pemaron,133,Gas Turbine Generator,Waste,Waste,1658.073588,liter
Power Plant,IP Pemaron,134,Aux Transformator,Product,Electricity,395729.1,kWh
Power Plant,IP Pemaron,135,Aux Transformator,Product,Electricity,252125,kWh
Power Plant,IP Pemaron,136,Main Transformator,Product,Electricity,2091636,kWh
Power Plant,IP Pemaron,137,Deep Well,Waste,Feedwater,3798000,liter
Power Plant,IP Pemaron,138,Raw Water Tank,Waste,Feedwater,3798000,liter
Power Plant,IP Pemaron,139,Water Treatment Plant,Waste,Feedwater,372236,liter
Power Plant,IP Pemaron,139,Water Treatment Plant,Waste,Wastewater,15509.83333,kg
Power Plant,IP Pemaron,140,Taman,Waste,Feedwater,3410254.167,liter
Power Plant,IP Pemaron,141,Water Tank,Waste,Feedwater,372236,liter
Power Plant,IP Pemaron,142,Air Conditioner Condensation Water Tank,Waste,Condensated Water,62722.1,liter
Power Plant,IP Pemaron,143,Demineralized Plant,Waste,Demineralized Water,1672,liter
Power Plant,IP Pemaron,143,Demineralized Plant,Waste,Demineralized Water,9051,liter
Power Plant,IP Pemaron,143,Demineralized Plant,Waste,Reject Water,58027.1,liter
Power Plant,IP Pemaron,144,DWTP Tank,Product,Demineralized Water,64394.1,liter
Power Plant,IP Pemaron,145,DWTP Tank,Product,Demineralized Water,9051,liter
Power Plant,IP Pemaron,146,Hydrogen Plant,Emission,Hydrogen (H2),1005.666667,kg
Power Plant,IP Pemaron,146,Hydrogen Plant,Emission,Oxygen (O2),8045.333333,kg
Power Plant,IP Pemaron,147,Fire Fighting Skid,Waste,Feedwater,33616,liter
Power Plant,IP Pemaron,147,Fire Fighting Skid,Emission,Carbon Dioxide (CO2),132.6570877,kg
Power Plant,IP Pemaron,147,Fire Fighting Skid,Emission,Feedwater,57.66060916,liter
Power Plant,IP Pemaron,147,Fire Fighting Skid,Emission,Sulfur Dioxide (SO2),0.1681198,kg
Power Plant,IP Pemaron,147,Fire Fighting Skid,Emission,Dinitrogen (N2),486.5603967,kg
Power Plant,IP Pemaron,148,Maintenance,Waste,Wastewater,143264,kg
Power Plant,IP Pemaron,149,Office,Waste,Wastewater,191000,kg
Power Plant,IP Pemaron,150,Water Treatment Plant,Emission,Treated Water Waste,73536.93333,liter
Power Plant,IP Pemaron,151,Waste Separator,Waste,Waste,3316.147176,liter
Power Plant,IP Pemaron,151,Waste Separator,Waste,Sludge,5.7,kg
Power Plant,IP Pemaron,152,Bio Threat,Waste,Treated Water Waste,191000,liter
Power Plant,IP Saguling,153,Emergency Generator,Product,Electricity,132374,kWh
Power Plant,IP Saguling,154,Emergency Generator,Product,Electricity,3861976.981,kWh
Power Plant,IP Saguling,154,Emergency Generator,Emission,Particulates,0.0001,kg
Power Plant,IP Saguling,154,Emergency Generator,Emission,Particulates,0.00003,kg
Power Plant,IP Saguling,154,Emergency Generator,Emission,Carbon Monoxide (CO),0.0001,kg
Power Plant,IP Saguling,154,Emergency Generator,Emission,"Hydrocarbons, Unspecified",0.0000000182,kg
Power Plant,IP Saguling,154,Emergency Generator,Emission,Hydrogen Peroxide,0.00007,kg
Power Plant,IP Saguling,154,Emergency Generator,Emission,Hydrogen Sulfide,0.00000035,kg
Power Plant,IP Saguling,154,Emergency Generator,Emission,Nitrogen Dioxide (NO2),0.00003,kg
Power Plant,IP Saguling,154,Emergency Generator,Waste,"Suspended Solids, Unspecified",0.2,kg
Power Plant,IP Saguling,155,Dam and Reservoir,Waste,Aliran Air Masuk (Dam & Reservoir),224,m3*a
Power Plant,IP Saguling,155,Dam and Reservoir,Waste,Jumlah Air Masuk (Dam & Reservoir),3530000000000,liter
Power Plant,IP Saguling,155,Dam and Reservoir,Waste,Feedwater,2400,liter
Power Plant,IP Saguling,156,Disposal Oil Tank,Waste,Waste,1600,kg
Power Plant,IP Saguling,157,Trash Rack,Waste,Feedwater,224,liter
Power Plant,IP Saguling,158,Intake Gate,Waste,Aliran Air Keluar (Trash Rack),224,m3*a
Power Plant,IP Saguling,159,"Penstoke, Headrace tunnel, surge tank",Waste,"Aliran Air Keluar (Penstoke, headrace tunnel, surge tank)",54.8,m3*a
Power Plant,IP Saguling,160,Main & By Pass Valve,Waste,Aliran Air Keluar (Main & Bypass Valve),54.8,m3*a
Power Plant,IP Saguling,161,Turbine & Generator,Waste,Waste,1600,kg
Power Plant,IP Saguling,161,Turbine & Generator,Waste,Feedwater,56,liter
Power Plant,IP Saguling,162,Transformator,Product,Electricity,2509358030,kWh
Power Plant,IP Saguling,163,Oil Tank Unit,Waste,Waste Lube Oil,7284.51,kg
Power Plant,IP Jeranjang,164,Water Treatment Plant,Waste,Demineralized Water,61506186.8,kg
Power Plant,IP Jeranjang,164,Water Treatment Plant,Waste,Wastewater,1.77190545,kg
Power Plant,IP Jeranjang,164,Water Treatment Plant,Waste,Demineralized Water,25698890,kg
Power Plant,IP Jeranjang,164,Water Treatment Plant,Waste,Wastewater,315062620,kg
Power Plant,IP Jeranjang,165,Pellet Handling System,Product,Pelet,19150.2,kg
Power Plant,IP Jeranjang,165,Pellet Handling System,Product,Pelet,8000,kg
Power Plant,IP Jeranjang,166,Coal Handling System,Waste,Fine Coal,958.2377076,kg
Power Plant,IP Jeranjang,166,Coal Handling System,Product,Coal,341516155.6,kg
Power Plant,IP Jeranjang,166,Coal Handling System,Waste,Fine Coal,400,kg
Power Plant,IP Jeranjang,166,Coal Handling System,Product,Coal,142694360,kg
Power Plant,IP Jeranjang,167,HSD Tank,Waste,HSD,90899616,kg
Power Plant,IP Jeranjang,167,HSD Tank,Waste,HSD,37980000,kg
Power Plant,IP Jeranjang,168,Condenser,Waste,Condensated Water,1727803389,kg
Power Plant,IP Jeranjang,168,Condenser,Waste,Condensated Water,721921310,kg
Power Plant,IP Jeranjang,168,Condenser,Waste,Feedwater,130.085,liter
Power Plant,IP Jeranjang,168,Condenser,Waste,Feedwater,23130422290,liter
Power Plant,IP Jeranjang,169,Boiler,Product,Steam,1725799002,kg
Power Plant,IP Jeranjang,169,Boiler,Waste,FABA,22546168.8,kg
Power Plant,IP Jeranjang,169,Boiler,Waste,Wastewater,0.00471,kg
Power Plant,IP Jeranjang,169,Boiler,Product,Steam,721083820,kg
Power Plant,IP Jeranjang,169,Boiler,Waste,FABA,9420380,kg
Power Plant,IP Jeranjang,169,Boiler,Waste,Wastewater,837490,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Carbon Dioxide (CO2),0.000159,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Carbon Dioxide (CO2),0.000031,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Nitrogen Dioxide (NO2),0.001642,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Nitrogen Dioxide (NO2),0.000031,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Sulfur Dioxide (SO2),0.000134,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Hydrogen Sulfide (H2S),0.000176,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Carbon Dioxide (CO2),28270,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Carbon Dioxide (CO2),5510,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Nitrogen Dioxide (NO2),291960,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Nitrogen Dioxide (NO2),5510,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Sulfur Dioxide (SO2),23830,kg
Power Plant,IP Jeranjang,169,Boiler,Emission,Hydrogen Sulfide (H2S),31290,kg
Power Plant,IP Jeranjang,170,Turbine & Generator,Waste,Waste Lube Oil,0.000009,kg
Power Plant,IP Jeranjang,170,Turbine & Generator,Waste,Steam,1666297202,kg
Power Plant,IP Jeranjang,170,Turbine & Generator,Waste,Electricity,0.11025,kWh
Power Plant,IP Jeranjang,170,Turbine & Generator,Waste,Electricity,1,kWh
Power Plant,IP Jeranjang,170,Turbine & Generator,Waste,Waste Lube Oil,1600,kg
Power Plant,IP Jeranjang,170,Turbine & Generator,Waste,Steam,696222420,kg
Power Plant,IP Jeranjang,170,Turbine & Generator,Product,Electricity,19603559.65,kWh
Power Plant,IP Jeranjang,170,Turbine & Generator,Product,Electricity,177810064.9,kWh
Power Plant,IP Jeranjang,171,Trafo,Product,Electricity,1,kWh
Power Plant,IP Jeranjang,171,Trafo,Product,Electricity,158206505.2,kWh
Power Plant,IP Jeranjang,172,Water Treatment Plant,Emission,Waste,757496800,kg
Power Plant,IP Jeranjang,172,Water Treatment Plant,Emission,Waste,316501900,kg
Power Plant,IP Jeranjang,173,Ash Disposal,Emission,Fly Ash dan Bottom Ash (diambil pihak ke-3),22546168.8,kg
Power Plant,IP Jeranjang,173,Ash Disposal,Emission,Fly Ash dan Bottom Ash (diambil pihak ke-3),9420380,kg
Power Plant,IP Jeranjang,174,Water Tank,Emission,Waste Lube Oil,0.000009,kg
Power Plant,IP Jeranjang,174,Water Tank,Emission,Waste Lube Oil,1600,kg
Power Plant,IP Jeranjang,175,Lube Oil Tank,Waste,Waste Lube Oil,0.000018,kg
Power Plant,IP Jeranjang,175,Lube Oil Tank,Waste,Waste Lube Oil,3200,kg
Power Plant,IP Grati,176,Gas Turbine,Emission,Carbon Dioxide (CO2),172754230,kg
Power Plant,IP Grati,176,Gas Turbine,Emission,Sulfur Dioxide (SO2),65200,kg
Power Plant,IP Grati,176,Gas Turbine,Emission,Nitrogen Dioxide (NO2),1966290,kg
Power Plant,IP Grati,176,Gas Turbine,Emission,Total Partikulat,49570,kg
Power Plant,IP Grati,176,Gas Turbine,Product,Electricity,1591613749,Kwh
Power Plant,IP Grati,176,Gas Turbine,Waste,GT Cooling Water,2582705.9,kg
Power Plant,IP Grati,176,Gas Turbine,Waste,Waste Lube Oil,12980,kg
Power Plant,IP Grati,176,Gas Turbine,Waste,Waste,540,kg
Power Plant,IP Grati,176,Gas Turbine,Waste,Waste,140,kg
Power Plant,IP Grati,176,Gas Turbine,Waste,Lamp,100,kg
Power Plant,IP Grati,176,Gas Turbine,Waste,Waste,310,kg
Power Plant,IP Grati,177,HRSG,Emission,Carbon Dioxide (CO2),601737.49,kg
Power Plant,IP Grati,177,HRSG,Emission,Sulfur Dioxide (SO2),319.23,kg
